English_Name,Company,Email,Phone,Fax,Industrial_City,Classification
Factory good Hoahq Cement Products Company,مصنع شركة شواهق طيبة للمنتجات الاسمنتية,gm@shawahiqtayba.com.com,148697333,148697333,المدينة المنورة,صناعة المعادن اللافلزية و مواد البناء
Plant & Sons Sweets & Saleh Salman Food Company,مصنع شركة صالح السلمان وأولاده للحلويات والأغذية,al.salman@hotmail.com,163818051,163249770,القصيم الأولى,صناعة المنتجات الغذائية والمشروبات
Saleh Factory Co. Abdul Aziz Aba Hussein Chemicals,مصنع شركة صالح وعبدالعزيز ابا حسين للكيماويات,abnew@abahsain.net,138990114,38990114,الدمام الثانية,المواد الكيميائية و منتجاتها
Factory Afia International Company for edible oils,مصنع شركة عافية العالمية لزيوت الطعام,wsibiani@savola.com,126350000,126373015,جــدة الأولى,صناعة المنتجات الغذائية والمشروبات
Ayed Al-Hamoud Company Dhim Cement Products Factory and ready-made concrete,مصنع شركة عايد دحيم الحمود للمنتجات الاسمنتية والخرسانة الجاهزة,a.alaied@aiedco.com,112788884,112788880,سدير,صناعة المعادن اللافلزية و مواد البناء
Abdul Aziz Al-Sheikh Factory Co. & Co.,مصنع شركة عبدالعزيز آل الشيخ وشركاه,abdaz_al@yahoo.com,112652249,112652277,الرياض الثانية,صناعة الكهرباء والأجهزة الكهربائية
Abdullah Abdulaziz Kanoo plant fuel additives,مصنع شركة عبدالله وعبدالعزيز كانو لمضافات الوقود,propertywp@jed.kanoosa.com,122632959,122632950,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Factory Co. through the Gulf Industrial Systems,مصنع شركة عبر الخليج للانظمة الصناعية,amg@pgisystem.com,138975654,138975654,الدمام الثانية,المواد الكيميائية و منتجاتها
Factory Akal Electric Products,مصنع شركة عكل للمنتجات الكهربائية,khalidsuf@akel.com.sa,114984433,114980382,الرياض الثانية,غير مصنف
Factory Co. Ali Al Massad for the production of building materials,مصنع شركة علي آل مسعد لإنتاج مواد البناء,hosamali72@hotmail.com,148459612,148459544,المدينة المنورة,صناعة المعادن اللافلزية و مواد البناء
Factory Co.Ali Hassan Al-Saud and Sons of industrial products marble and granite,مصنع شركة علي حسن السعود واولادة لمنتجات الرخام الصناعي والجرانيت,ascabdl@gmail.com,138960189,138949900,الدمام الثانية,غير مصنف
Ali Reza factory and Mohammed Al Verdun for the production of boats,مصنع شركة علي ورضا محمد آل فردان لإنتاج القوارب,abco@yhoo.com,138020153,138020438,الدمام الثانية,غير مصنف
Omar Saleh Shamlan Factory Co. and partner Glass,مصنع شركة عمر صالح شملان وشريكة للزجاج,omar@shmlan.com.sa,138123888,138123887,الدمام الثانية,غير مصنف
Saad Awad bin Mushabab pterygium company and a partner factory ceramic sanitary products,مصنع شركة عوض سعد مشبب بن ظفرة وشريكة للمنتجات الصحية الخزفية,saadgasam@hotmail.com,172239188,72239188,عسيـــر,صناعة المعادن اللافلزية و مواد البناء
Plant East Gas Company,مصنع شركة غاز الشرق,alhedaithy@eastgas.com.sa,138123232,138123131,الدمام الثانية,غير مصنف
Company factory industrial vase panels in the B-Q,مصنع شركة فازه الصناعية لألواح البي في س,info@fazahco.com,114161317,114162128,الرياض الثانية,صناعة الكهرباء والأجهزة الكهربائية
Floraat Factory Co. Valves,مصنع شركة فلورايت للصمامات,khalid.aleidi@gmail.com,138080349,138987079,الدمام الثانية,غير مصنف
Factory Flowserve Abahsain Co.Ltd. Flokntrul,مصنع شركة فلوسيرف أباحسين فلوكنترول المحدودة,salaqahtani@flowserve.com,138984045,138990114,الدمام الثانية,غير مصنف
Factory Vetonit Arabia Limited Building Materials,مصنع شركة فيتونيت السعوديه المحدوده لمواد البناء,a.alyami@saudivetonit.com,138595974,138574272,الدمام الثانية,غير مصنف
Faisal Abdulla Fouad Factory Co. and partner of mineral products,مصنع شركة فيصل عبدالله فؤاد وشريكة للمنتجات المعدنية,mustafa.wesaaibie@abdulla-fouad.com,13181818,138102100,الدمام الثانية,غير مصنف
Factory Qbes company perfume industry,مصنع شركة قبص لصناعة العطور,mohammad@gabas.com,125222988,25222988,مكة المكرمة,المواد الكيميائية و منتجاتها
Factory cannoli Food Industries Co.,مصنع شركة كانولي للصناعات الغذائية,suwailem.i@hotmail.com,112655632,112651422,الرياض الثانية,غير مصنف
Factory cuz Orient Paper Products,مصنع شركة كوز الشرق للمنتجات الورقية,ss_113@hotmail.com,138503256,138503256,الدمام الثانية,غير مصنف
Plant Tefan to produce a diaper company,مصنع شركة لطفين لانتاج الحفاضات,saleh@ltveen.com,163221515,163221414,القصيم الأولى,غير مصنف
Factory Batterjee Group Co. Primary Supplies Plastic,مصنع شركة مجموعة البترجي للمستلزمات الأولية للبلاستيك,group@batterjee.com,126380043,26380043,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Factory Banawi Industry Group Packaging Co.Ltd.,مصنع شركة مجموعة البنوي لصناعة التغليف المحدودة,tjaouni@banawigroup.com,126377985,126377985,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Plant Banawi Group Industry Co.Ltd. Corrugated,مصنع شركة مجموعة البنوي لصناعة الكرتون المضلع المحدودة,kalsayri@ashwatech.com,126380051,126380051,جــدة الأولى,غير مصنف
Plant Zamil Group Machinery and Equipment Company,مصنع شركة مجموعة الزامل للآلات والمعدات,omar.bowshal@zamilts.com,138136276,138136309,الدمام الأولى,غير مصنف
Factory solutions featured Chemical Industries Co.,مصنع شركة محاليل المميزه للصناعات الكيميائية,m.khafagy@usci.com.sa,1260808360,1260808360,جــدة الأولى,المواد الكيميائية و منتجاتها
Mohammed Salman Factory Co. Almhina & Brothers Food Products,مصنع شركة محمد سلمان المهناء وأخوانه للمنجات الغذائية,a.g10777@yahoo.com,113536221,135362211,الدمام الثانية,غير مصنف
Factory Mahmoud Saeed Foods Light,مصنع شركة محمود سعيد للأغذية الخفيفة,abady@msgi-sa.com,126366366,126372043,جــدة الأولى,غير مصنف
Factory Co. reporter Taiba Manufacturing plastic pipes and fittings,مصنع شركة مراسل طيبة لصناعة المواسير البلاستيكية وملحقاتها,vip.99a@hotmail.com,148424111,148424888,المدينة المنورة,صناعة منتجات المطاط و البلاستيك
Factory igloo Trade Center Company igloo Trade Center branch,مصنع شركة مركز القباني التجاري فرع شركة مركز القباني التجاري,mnk@cyberia.net.sa,112652848,112651104,الدمام الثانية,غير مصنف
Factory Co. Mastour Saad windlass Shahrani Cement Products,مصنع شركة مستور سعد مرفاع الشهراني للمنتجات الاسمنتية,info@mastour.com,172226961,122658588,عسيـــر,صناعة المعادن اللافلزية و مواد البناء
Manufacturer Exporter Technical Services Metal Industry Co.,مصنع شركة مصدر الخدمات الفنية للصناعة المعدنية,dawood.alrashed@mts.com.sa,138121299,138121099,الدمام الثانية,غير مصنف
Factory Hala Printing Company,مصنع شركة مطابع هلا,abdulaziz.alhammad@sppc.com.sa,112657000,112658000,الرياض الثانية,طباعة ونشر
Plant architecture Real Estate Holding Company for rubber recycling,مصنع شركة معمار العقارية القابضة لإعادة تدوير المطاط,k.kh7@hotmail.com,135331078,35331078,الأحساء الأولى,غير مصنف
Architecture Real Estate Company factory for rubber recycling,مصنع شركة معمار العقارية لإعادة تدوير المطاط,asast25@yahoo.com,112402458,12402458,الأحساء الأولى,غير مصنف
Plant construction components company,مصنع شركة مكونات البناء,ramzi@zamilindustrial.com,138108111,138124579,الدمام الثانية,غير مصنف
Factory savior bin cream company tender Yousuf Metal Products,مصنع شركة منقذ بن كريم عطاء اليوسف للمنتجات المعدنية,monquez.alyousef@hotmail.com,126482179,126482179,جــدة الأولى,صناعة معدنية
Factory leakage steeplechase Technical Co.Ltd.,مصنع شركة موانع التسرب الفنية المحدودة,s.alhadrami@technicalseal.com.sa,138472823,138471485,الدمام الأولى,غير مصنف
Napco Packaging Factory multi - NAPCO Mmeltebak,مصنع شركة نابكو للتغليف المتعدد - نابكو ملتيباك,AHMED.IBRAHIM@NAPCOGROUP.COM,126080704,126081063,جــدة الأولى,غير مصنف
Plant South Eagle Filters dialysis company,مصنع شركة نسر الجنوب لفلاتر غسيل الكلى,saied.alsurf@southeagle.com.sa,114655370,114631045,جدة الثانية,طباعة ونشر
Factory United Nesma Printing & Advertising Company,مصنع شركة نسما المتحدة للطباعة والاعلان,riyadh@ndigitec.com,126693322,126696499,الرياض الثانية,طباعة ونشر
Factory United Nesma Company accessories and gift boxes,مصنع شركة نسما المتحدة للكماليات وعلب الهدايا,izubaidi@nesma.net.sa,126634884,126634884,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Factory Nesma Al Madar Marble,مصنع شركة نسما المدار للرخام,qasim@orbitksa.com,126696789,126682433,جدة الثالثة,صناعة المعادن اللافلزية و مواد البناء
Factory breeze Tayebat Company Ice Cream,مصنع شركة نسيم الطيبات للايسكريم,tamerobaya@hotmail.com,138127145,138127146,الدمام الثانية,غير مصنف
Factory Oasis Saudi Plastic Products Company,مصنع شركة واحة السعودية للمنتجات البلاستيكية,jkjm@hotmail.com,138086924,138872987,الدمام الثانية,غير مصنف
Factory Oasis Saudi Plastic Products Company,مصنع شركة واحة السعودية للمنتجات البلاستيكية,abdulaziz@soppco.com,138879400,138874066,الدمام الثانية,غير مصنف
Factory Wadi Redan Company For Cement Products,مصنع شركة وادي ريدان للمنتجات الاسمنتية,wadiredan@gmail.com,148458801,48458801,المدينة المنورة,صناعة المعادن اللافلزية و مواد البناء
Watan factory industrial and medical gases,مصنع شركة وطن للغازات الصناعية والطبية,mohy@wimgc.com,138081111,138020808,الدمام الثانية,غير مصنف
Walid Saleh Hamed Factory Co. & Co. Meat,مصنع شركة وليد صالح الحامد وشركاه للحوم,waleedsalhamed@yahoo.com,138339680,138339158,الدمام الثانية,غير مصنف
Yale factory Arab Company for IndustryTrading & Contracting,مصنع شركة يال العربية للصناعة والتجارة والمقاولات,faris1300@yahoo.com,138954673,38954673,نجران,صناعة معدنية
Beam Factory Advertising and Marketing Services,مصنع شعاع للدعاية والاعلان وخدمات التسويق,almulla-factory@hotmail.com,126374349,26374349,جــدة الأولى,طباعة ونشر
Haail palace glass factory,مصنع شعائل القصر للزجاج,abdu359@yahoo.com,114215577,114221888,جدة الثانية,صناعة المعادن اللافلزية و مواد البناء
United Healing Medical Supplies Factory,مصنع شفاء المتحدة للمستلزمات الطبية,info@shifaaunited.com,118802739,118802739,الخرج,صناعات طبية
Zafar Aerjana Hvia Plastic Factory,مصنع شفياء ظافر العرجاني للبلاستيك,al-amtyaz234@hotmail.com,115443164,115487171,الخرج,صناعة منتجات المطاط و البلاستيك
Suns Suhaibi plant construction tools,مصنع شمسان الصهيبي لأدوات البناء,adel24-12-1960@hotmail.com,126363631,126378061,جــدة الأولى,غير مصنف
Suns Suhaibi factory electrical distribution panels,مصنع شمسان الصهيبي للوحات التوزيع الكهربائية,adel24-12-1960@hotmail.com,126363631,126360457,جــدة الأولى,صناعة الكهرباء والأجهزة الكهربائية
Suns Suhaibi plant water pumps and metal castings,مصنع شمسان الصهيبي لمضخات المياه والمسبوكات المعدنية,adel24-12-1960@hotmail.com,126363631,126360457,جــدة الأولى,صناعة معدنية
Suns factory Ovyac electrical switches,مصنع شمسان للأفياش والمفاتيح الكهربائية,adel24-12-1960@hotmail.com,126378061,126365654,جــدة الأولى,صناعة الكهرباء والأجهزة الكهربائية
Factory saw food food industry,مصنع شهد الغذاء للصناعات الغذائية,shahd-sa@hotmail.com,126410276,126410276,جدة الثانية,غير مصنف
Factory appetite for meat productsfrozen vegetables,مصنع شهية لمنتجات اللحوم والخضروات المجمدة,info@shahia.com.sa,114980802,114983722,الرياض الثانية,غير مصنف
Rama Chocolate Factory Sweets golden cake,مصنع شوكولاته راما وحلويات الكعكه الذهبية,syrie_m@hotmail.com,112933899,112933844,الرياض الثانية,غير مصنف
Chwimmy Jeean Dossary Plastic Factory,مصنع شويمى عجيان الدوسرى للبلاستيك,a.refaat@taniawater.com,115453300,115453030,الخرج,صناعة منتجات المطاط و البلاستيك
Saber Aluminum Factory and patterned glass,مصنع صابر للالمنيوم والزجاج المزخرف,alum@sabergroup.com.sa,138471782,138471782,الدمام الأولى,صناعات تحويلية اخرى
Savko detergent plant and disinfectants,مصنع صافكو للمنظفات والمطهرات,safcows@yahoo.com,112650050,112650187,الرياض الثانية,المواد الكيميائية و منتجاتها
Net Plastic Factory,مصنع صافية للبلاستيك,rb@safiawater.com,112651412,112651322,الرياض الثانية,صناعة منتجات المطاط و البلاستيك
Saleh Ibrahim Al Dakhil Furniture Factory and wooden doors,مصنع صالح ابراهيم الدخيل للاثاث والابواب الخشبية,s.aldkheel_1388@hotmail.com,163236664,63236664,القصيم الأولى,صناعة الخشب و الأثاث
Saleh Salem Al Haider Marble Factory and natural stone,مصنع صالح سالم آل حيدر للرخام والحجر الطبيعي,rans00@hotmail.com,175436226,75436226,نجران,صناعة المعادن اللافلزية و مواد البناء
Saleh Abdul Rahman Mousa Plastic Factory,مصنع صالح عبدالرحمن الموسى للبلاستيك,asas_1407@hotmail.com,165313373,65313373,حائل,صناعة منتجات المطاط و البلاستيك
Saleh Ali Al Qahtani Paints Factory,مصنع صالح علي القحطاني للدهانات,info@lemeted-p.com,148403125,48403125,المدينة المنورة,المواد الكيميائية و منتجاتها
Factory Saleh Hamad Al Rajhi Metal Furniture,مصنع صالح وحمد الراجحي للمفروشات المعدنية,sh.alrajhi@yahoo.com,114981316,114981320,الرياض الثانية,صناعة الخشب و الأثاث
Plant Saleh and Abdulaziz Abahsain for blending oils,مصنع صالح وعبدالعزيز أباحسين لمزج الزيوت,abnew@abahsain.net,138984045,138571570,الدمام الثانية,المواد الكيميائية و منتجاتها
True Paints Factory,مصنع صح للدهانات,alkatulkaas@hotmail.com,115449698,115449698,الخرج,غير مصنف
Sahara Qassim Heaters Factory,مصنع صحارى القصيم للسخانات,amir-mohmoud2006@yahoo.com,163220206,163220563,القصيم الأولى,صناعة الكهرباء والأجهزة الكهربائية
Desert food factory,مصنع صحاري للمواد الغذائية,gm@saharygroup.com,148484500,148488057,المدينة المنورة,غير مصنف
Rocks Najd Marble and natural stone and granite,مصنع صخور نجد للرخام والحجر والجرانيت الطبيعي,rock@almuneef.com,112227252,112227242,الخرج,غير مصنف
Safa City Sponge Factory,مصنع صفاء المدينة للاسفنج,saad2620@yahoo.com,162985201,112985206,القصيم الأولى,صناعة منتجات المطاط و البلاستيك
Saqr Al Jazeera factory for air conditioners and refrigerators,مصنع صقر الجزيرة للمكيفات والبرادات,j2falcon@hotmail.com,114790316,114794519,القصيم الأولى,صناعة الكهرباء والأجهزة الكهربائية
Saqr Al Jazeera factory for air conditioners and refrigerators,مصنع صقر الجزيرة للمكيفات والبرادات,jzfalcon@hotmail.com,125203027,125221943,مكة المكرمة,غير مصنف
Saqr Al Jazeera factory for air conditioners and refrigerators,مصنع صقر الجزيره للمكيفات والبرادات,jzfalcon@hotmail.com,112650259,112650347,الرياض الثانية,صناعة الكهرباء والأجهزة الكهربائية
Salah Faraj Mohammed Abed Glass Factory,مصنع صلاح فرج محمد عابد للزجاج,salah99920111@hotmail.com,172383160,72383160,عسيـــر,صناعة المعادن اللافلزية و مواد البناء
Salah Mahmoud Moustafa Ayad Marble Factory,مصنع صلاح محمود مصطفى عياد للرخام,salah5500ayyad@hotmail.com,172232953,72232953,عسيـــر,صناعة المعادن اللافلزية و مواد البناء
Link modern food factory,مصنع صلة الحديث للأغذية,INFO@SELAFOODS.COM,122681455,22681455,جــدة الأولى,صناعة المنتجات الغذائية والمشروبات
Saudi Arabia Thermal Industries Factory,مصنع صناعات الحرارية السعودية,jamil.alami@sri.com.sa,138111519,138112754,الدمام الثانية,غير مصنف
Voice of Al Jazeera Paper Products Factory and plastic cassette tapes and laser discs,مصنع صوت الجزيرة للمنتجات الورقية والبلاستيكية وأشرطة الكاسيت وأقراص الليزر,tontubye@hotmail.com,126374160,26374160,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Saab Plastic Factory,مصنع صياب للبلاستيك,ali@soyab.com,114225563,112712646,سدير,غير مصنف
The banks AMIANTIT factory,مصنع ضفاف اميانتيت,raalhagri@amiantit.com,138121001,138121223,الدمام الثانية,غير مصنف
Tariq factory Foreign Bishop of Zippers (Tavsko),مصنع طارق للسحابات الخارجية والأسقف ( طافسكو ),hussain@mnaf3aljazeera.com,126722654,126728493,جــدة الأولى,صناعة معدنية
East Saudi energy plant,مصنع طاقات الشرق السعودي,mohammedalraqqah@hotmail.com,138086712,138914566,الدمام الثانية,غير مصنف
East Road Plastic Factory,مصنع طريق الشرق للبلاستيك,fahad.gm@alsharqroad.com,114489200,114488333,الرياض الأولى,صناعة منتجات المطاط و البلاستيك
Talal Al Harbi factory Mayouf Plastic sponge,مصنع طلال معيوف الحربي للبلاستيك والاسفنج,mof.jed@gmail.com,126052161,126052161,جدة الثانية,صناعة منتجات المطاط و البلاستيك
Orders for factory surface treatment of metal,مصنع طلبيات لمعالجة المعادن السطحية,accountsppsa@permapipe.com.ae,138344255,138220006,الدمام الثانية,غير مصنف
Telfah old factory Alhleykha Metal Works,مصنع طلفاح عتيق الشليخي للأعمال المعدنية,alshelikhicomplex@gmail.com,138228112,138211276,الدمام الثانية,غير مصنف
The ambitions of Al Jazeera Steel Industries and Metallurgical Plant,مصنع طموحات الجزيرة للصناعات الحديدية والمعدنية,mgmidmm@gmail.com,138413334,138466180,الدمام الثانية,غير مصنف
Furniture factory and wooden home kitchens,مصنع طنه للاثاث و المطابخ الخشبية,tannah@tannah.com,114786084,114980139,الرياض الثانية,صناعة الخشب و الأثاث
Thebes Gulf Steel Factory,مصنع طيبة الخليج للحديد,info@taybahsteel.com,114980011,114980022,الرياض الثانية,صناعة معدنية
A good carpet factory,مصنع طيبة للسجاد,teiba-carpet@hotmail.com,148415321,48415321,المدينة المنورة,الملابس والمنسوجات و الجلود
Adel Omar Jedaie Products Factory Polystyrene,مصنع عادل عمر الجديعي لمنتجات البوليسترين,aaaa8085@hotmail.com,165320184,65320184,حائل,صناعة منتجات المطاط و البلاستيك
World Services for the formation of iron factory,مصنع عالم الخدمات لتشكيل الحديد,alkaboiler@alkaboiler.com,114488555,114465914,الرياض الثانية,صناعة معدنية
Park World Food Industries Factory,مصنع عالم المنتزه للصناعات الغذائية,ashraf21973@yahoo.com,138380001,138380759,الدمام الثانية,غير مصنف
World Star Plastic Industries Factory,مصنع عالم ستار للصناعات البلاستيكية,almureeh@national-solar.net,138128663,138128665,نجران,غير مصنف
Amer Abdul Wahab Factory For Metal Forming,مصنع عامر عبدالوهاب لتشكيل المعادن,info@ameraw.com,126082085,126082086,جــدة الأولى,صناعة معدنية
Abbas factory journalist Mari Metal Industries,مصنع عباس مرعي الصحفي للصناعات المعدنية,abas.alsahafi@yahoo.com,126231551,126214540,جدة الثالثة,صناعة معدنية
Abazizmamedaelaidakadir Furniture Factory,مصنع عبالعزيزمحمدالعبدالقادر للمفروشات,ahfc.office@alabdulkader.com,135340471,35340471,الأحساء الأولى,صناعة الخشب و الأثاث
Abdul Hakim Mohammed Shamakh factory for carbonated drinks and bottled water,مصنع عبدالحكيم محمد شماخ لتعبئة المشروبات الغازية والمياه المعبأة,a_shammakh@hotmail.com,126421666,126428063,جدة الثالثة,صناعة المنتجات الغذائية والمشروبات
Abdul Khaliq Saeed factory for perfumes and cosmetics,مصنع عبدالخالق سعيد للعطور ومستحضرات التجميل,mamoun@aksaeedgroup.net,126362324,126380676,جــدة الأولى,صناعات طبية
Abdulrahman Abdullah Hammad Plastic Factory,مصنع عبدالرحمن عبدالله الحماد للبلاستيك,basem201@hotmail.com,163259696,63259696,القصيم الأولى,صناعة منتجات المطاط و البلاستيك
Abdulrahman Kurban factory perfumes and cosmetics,مصنع عبدالرحمن قربان للعطورات ومستحضرات التجميل,zainu_payyoli@yahoo.com,126451856,26451856,جدة الثانية,صناعات طبية
Abdul Rahman Mohammed Alasal factory chemical and petrochemical products,مصنع عبدالرحمن محمد العصيل للمنتجات الكيماوية والبتروكيماوية,usailams@hotmail.co.uk,135363065,35363065,الأحساء الأولى,غير مصنف
Abdul Rahman Mohammed Al Aqeel Metal Products Factory and Wooden,مصنع عبدالرحمن محمد العقيل للمنتجات المعدنية والخشبية,alageel@alageelgroup.com,135302110,35302110,الأحساء الأولى,صناعة معدنية
Abdulaziz Saeed Al Shahrani factory automatic doors,مصنع عبدالعزيز سعيد الشهراني للأبواب الأوتوماتيكية,alfathdoor@yahoo.com,172381166,72381166,عسيـــر,صناعة الكهرباء والأجهزة الكهربائية
Abdulaziz Abdullah Al Rajhi Factory For Metal Industries,مصنع عبدالعزيز عبدالله الراجحي للصناعات المعدنية,alrajhisteel@nesma.net.sa,138699000,138979222,الدمام الثانية,غير مصنف
Abdulaziz Ali Tyahy Steel Industries factory,مصنع عبدالعزيز علي الطليحي للصناعات الحديدية,saltolaihey@hotmail.com,163246314,63246314,القصيم الأولى,غير مصنف
Abdullah Hashim Equipment Factory gases,مصنع عبداللة هاشم للمعدات والغازات,salami@er.ahg.com.sa,138471517,138471764,الدمام الأولى,المواد الكيميائية و منتجاتها
Factory Abdullah Ibrahim Nafea Garments,مصنع عبدالله ابراهيم النافع للملابس الجاهزة,alnafea1@hotmail.com,138940008,138940948,الدمام الثانية,غير مصنف
Adib Abdullah Khashoggi Plastic Products Factory,مصنع عبدالله اديب خاشقجي للمنتجات البلاستيكية,a_kashukj@hotmail.com,148352201,48352201,المدينة المنورة,صناعة منتجات المطاط و البلاستيك
Abdullah Al-Shahrani factory to produce earthing boxes,مصنع عبدالله الشهراني لانتاج صناديق التأريض,ahmaedsamidiab@yahoo.com,112653414,112653477,الرياض الثانية,صناعة الكهرباء والأجهزة الكهربائية
Abdullah Al-Dakhil Allah factory stone and marble,مصنع عبدالله دخيل الله السعيد للحجر و الرخام,alsaeed.factory@hotmail.com,114951991,114956220,سدير,صناعة المعادن اللافلزية و مواد البناء
Abdullah Zainal Abidin Berri Cement Products Factory,مصنع عبدالله زين العابدين بري للمنتجات الاسمنتية,abdullah-zain@live.com,112483383,112483383,الخرج,صناعة المعادن اللافلزية و مواد البناء
Abdullah Salem Al Obeid Allah Equipment Factory laundries,مصنع عبدالله سالم العبيد الله لمعدات المغاسل,mashal9992010@hotmail.com,135365080,135365080,الأحساء الأولى,صناعة معدنية
Abdullah Saeed SOUMALY factory for plastic bags,مصنع عبدالله سعيد الصملي للاكياس البلاستيكية,alsumaly.bags@gmail.com,126080914,126080915,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Abdullah Abdul Aziz factory intruder Industrial Gases,مصنع عبدالله عبدالعزيز الدخيل للغازات الصناعية,obaid@digas.com.sa,148451425,48451425,المدينة المنورة,المواد الكيميائية و منتجاتها
Abdullah Abdulaziz Al Rajhi Rubber Factory,مصنع عبدالله عبدالعزيز الراجحي للمطاط,rubber@alrajhicorp.com,138181505,138181510,الدمام الثانية,غير مصنف
Abdullah Abdul Aziz Al Amer Wooden Products Factory,مصنع عبدالله عبدالعزيز آل عامر للمنتجات الخشبية,alamer_abdullah@hotmail.com,172381199,172380329,عسيـــر,صناعة الخشب و الأثاث
Abdullah Ali Al Saif Cement Products Factory,مصنع عبدالله علي آل سيف للمنتجات الإسمنتية,binsaif@binsaif.sa,138221264,138221589,الدمام الثانية,غير مصنف
Abdullah Mohammed Sabri Wooden Furniture Factory,مصنع عبدالله محمد الحديثي للاثاث الخشبي,a.m.alhudaithi@nudrah.com,114914118,114913148,الرياض الثانية,صناعة الخشب و الأثاث
Abdullah Mohammed Saadia factory for the production of structures Trailers,مصنع عبدالله محمد السعدي لانتاج هياكل المقطورات,f.m.aloufi@hotmail.com,126205050,26201059,جدة الثالثة,المركبات والمقطورة
Abdullah Mohammed Al-Ghamdi Block Factory,مصنع عبدالله محمد الغامدي للبلوك,rafe.3444@hotmail.com,177251845,77251845,الباحة,صناعة المعادن اللافلزية و مواد البناء
Abdullah Mohammed Tiger iron recycling plant variety,مصنع عبدالله محمد النمر لتدوير الحديد وتشكيلة,alnemerss@gmail.com,138590314,138590286,الدمام الثانية,غير مصنف
Abdul Hadi Abed Rabbo Pavkir factory & Co. classified,مصنع عبدالهادي عبدربه بافقير وشركاه لتصن,abdulhadibafakir@hotmail.com,126992798,126943191,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Factory electricity through electrical panels,مصنع عبر الكهرباء للوحات الكهربائية,aym_you2000@yahoo.com,138128691,138128693,الدمام الثانية,غير مصنف
Atiq Ahmed Qureshi Factory For Wooden Works Aldekoat,مصنع عتيق احمد قريشي لأعمال الديكوات الخشبية,alnoob2@gmail.com,126272233,26272233,جدة الثانية,صناعة الخشب و الأثاث
Othman friend Plastic factory amputation,مصنع عثمان صديق بتره للبلاستيك,gamalkmt@gmail.com,122687362,122687364,جــدة الأولى,غير مصنف
Wonders Products Factory corn fried potatoes,مصنع عجائب لمنتجات الذرة والبطاطس المقلية,agaibfood@hotmail.com,12520622,125202799,مكة المكرمة,صناعة المنتجات الغذائية والمشروبات
Adnan Ahmed Atwa factory Hrkahma,مصنع عدنان احمد عطوة وشركاهما,e.makki@hotmail.com,125211010,125213039,مكة المكرمة,صناعات تحويلية اخرى
Adnan Atwa Aluminum Factory Supplies,مصنع عدنان عطوه لمستلزمات الألمنيوم,info@atwahco.com,126364852,126364852,جــدة الأولى,صناعة معدنية
Asag Plastic Factory,مصنع عسق للبلاستيك,assc.factory@hotmail.com,112727273,112820330,سدير,صناعة منتجات المطاط و البلاستيك
Aseeb factory for paints and pastes,مصنع عسيب للدهانات والمعاجين,jababer@yahoo.com,9660164211722,9660114647034,سدير,غير مصنف
Essam Mohamed Khairi Kabbani Plastic Factory and isolators,مصنع عصام محمد خيري قباني للبلاستيك والعوازل,nabeel.alhian@ikkgroup.com,138471315,138471213,الدمام الثانية,غير مصنف
Attia Steel Factory,مصنع عطية للحديد,omar.hamad@attiehgroup.com,126081236,126874647,جــدة الأولى,صناعة معدنية
Ali Saeed Al Mazroui factory food products,مصنع علي سعيد المزروعي للمنتجات الغذائية,rzg.alshafy@hotmail.com,126515159,126510636,جدة الثانية,صناعة المنتجات الغذائية والمشروبات
Ali Saleh Al-Rashed Factory For Fiberglass,مصنع علي صالح الراشد للفيبرجلاس,r.ashed@hotmail.com,135361094,135361094,الأحساء الأولى,غير مصنف
Ali Mohamed Al-Jilani factory for paper and aluminum,مصنع علي محمد الجيلاني للورق والالمنيوم,jilaniplastic@yahoo.com,126379792,26379792,جــدة الأولى,صناعة معدنية
Judge Mohamed Ali factory for furniture and decoration of wood,مصنع علي محمد القاضي للمفروشات و الديكورات الخشبية,finaltouch2003@hotmail.com,172214449,72214449,عسيـــر,صناعة الخشب و الأثاث
Factory on the acceptable age of fiberglass products,مصنع علي مقبول العمري لمنتجات الفايبر جلاس,bassam615@hotmail.com,126240398,26240398,جدة الثانية,صناعة منتجات المطاط و البلاستيك
Deep factory lanternscolumns and Galvanizing,مصنع عميقة للفوانيس والأعمدة والجلفنة,omega@omega-abahsain.com,114984587,114982383,الرياض الثانية,صناعة معدنية
Ghali factory preparers Subaie for marblegranite and stone,مصنع غالي معدي السبيعي للرخام والجرانيت والحجر,ghali@saf.com,138200400,138200400,الدمام الثانية,غير مصنف
Plant Raven Concrete Aljhazh,مصنع غداف للخرسانه الجهازه,MZBlawi@se.com.sa,144219733,114911049,تبوك,صناعة المعادن اللافلزية و مواد البناء
Consumer food for food packaging plant,مصنع غذاء المستهلك لتعبئة المواد الغذائية,alghannamga@aggcom.net,138503256,138565772,الدمام الثانية,غير مصنف
Food Factory Food Products,مصنع غذاء للمنتجات الغذائية,y.alshonaifi@ghehaa.com,114996777,114996732,الرياض الثانية,صناعة المنتجات الغذائية والمشروبات
